#id	title	latitude	longitude	othernames	category	subcategory	subsubcategory	Addresscode_1	AddressCode_2	AddressCode_3	Detailed_address	BusinessHours	closingdays	parkingLot	cost	publicTransportationAccess	satisfaction	spendingTime	placeURL
daum.11369294	창동주공4단지아파트	37.64499185	127.0475218		부동산	주거시설	아파트	대한민국	서울	도봉구	창동 380 	{""weekDayOpenHour"":0.0,""weekDayCloseHour"":0.0,""saturdayOpenHour"":0.0,""saturdayCloseHour"":0.0,""sundayOpenHour"":0.0,""sundayCloseHour"":0.0}	{""weeklyClosingDays"":[],""monthlyClosingDayOfWeeks"":[],""yearlyClosingDays"":[]}	-1	-1	[]	0.0	1.0	0.0256	http://place.map.daum.net/11369294	
daum.17343877	한양대학교 서울캠퍼스	37.5558795	127.0494027		교육,학문	학교부속시설		대한민국	서울	성동구	사근동 222 	{""weekDayOpenHour"":0.0,""weekDayCloseHour"":0.0,""saturdayOpenHour"":0.0,""saturdayCloseHour"":0.0,""sundayOpenHour"":0.0,""sundayCloseHour"":0.0}	{""weeklyClosingDays"":[],""monthlyClosingDayOfWeeks"":[],""yearlyClosingDays"":[]}	-1	-1	[]	0.0	1.0	0.0256	http://place.map.daum.net/17343877
