#표제어    항목1   항목2
한국전자통신연구원,ETRI,한국 전자통신연구원,전자통신연구원,에트리
한양대학교 서울캠퍼스,한양대학교,한양대,한대,한양대 서울캠퍼스
와이즈넛,와이즈넛
건국대학교 서울캠퍼스,건대,건국대,건국대학교 서울캠퍼스,건국대학교
창동역 1호선,창동역
서현역 분당선,서현역
판교역 신분당선,판교역
